gml_id,profile_id,dataset_id,continent,country_id,country_name,geom_accuracy,latitude,longitude,dsds,cfao_version,cfao_major_group_code,cfao_major_group,cfao_soil_unit_code,cfao_soil_unit,cwrb_version,cwrb_reference_soil_group_code,cwrb_reference_soil_group,cwrb_prefix_qualifier,cwrb_suffix_qualifier,cstx_version,cstx_order_name,cstx_suborder,cstx_great_group,cstx_subgroup,bdfi33,bdfiad,bdfifm,bdfiod,bdws33,bdwsod,cecph7,cecph8,cfgr,cfvo,clay,ecec,elco20,elco25,elco50,elcosp,nitkjd,orgc,orgm,phaq,phca,phetb1,phetm3,phetol,phkc,phnf,phprtn,phptot,phpwsl,sand,silt,tceq,totc,wg0006,wg0010,wg0033,wg0100,wg0200,wg0500,wg1500,wv0010,wv0033,wv0100,wv0500,wv1500
wosis_latest_profiles.68708,"68708",{WD-WISE},Americas,UY,Uruguay,0.1,-32.33333333,-54.66666667,"65","1974",H,Phaeozem,l,Luvic,"2006",PH,Phaeozem,,,"1960",Mollisol,Udoll,Argiudoll,Typic,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.68645,"68645",{WD-WISE},Americas,UY,Uruguay,0.1,-34,-56.13333333,"210","1974",J,Fluvisol,e,Eutric,"2006",FL,Fluvisol,,,"1960",Mollisol,Aquoll,Haplaquoll,Fluvaquentic,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.68680,"68680",{WD-WISE},Americas,UY,Uruguay,0.1,-34.75,-54.66666667,"73","1974",H,Phaeozem,l,Luvic,"2006",PH,Phaeozem,,,"1960",Mollisol,Udoll,Argiudoll,Typic,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.68676,"68676",{WD-WISE},Americas,UY,Uruguay,0.1,-31.41666667,-55.41666667,"96","1974",H,Phaeozem,l,Luvic,"2006",PH,Phaeozem,,,"1960",Mollisol,Udoll,Argiudoll,Typic,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.70809,"70809","{LAC-SOTER,WD-WISE}",Americas,UY,Uruguay,0.1,-33.5,-55.09972222,"120","1974",L,Luvisol,o,Orthic,"2006",LV,Luvisol,,,,Mollisol,Udoll,Argiudoll,Mollic,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.68666,"68666",{WD-WISE},Americas,UY,Uruguay,0.1,-30.66666667,-57.83333333,"140","1974",H,Phaeozem,l,Luvic,"2006",PH,Phaeozem,,,"1960",Mollisol,Udoll,Argiudoll,Typic,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.68683,"68683",{WD-WISE},Americas,UY,Uruguay,0.1,-32.41666667,-53.75,"65","1974",H,Phaeozem,l,Luvic,"2006",PH,Phaeozem,,,"1960",Mollisol,Udoll,Argiudoll,Typic,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.68667,"68667",{WD-WISE},Americas,UY,Uruguay,0.1,-34.75,-56.5,"125","1974",H,Phaeozem,l,Luvic,"2006",PH,Phaeozem,,,"1960",Mollisol,Udoll,Argiudoll,Typic,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.70850,"70850","{LAC-SOTER,WD-WISE}",Americas,UY,Uruguay,0.01,-33.63,-57.56972222,"150","1974",V,Vertisol,p,Pellic,"2006",VR,Vertisol,,,,Vertisol,Udert,Pelludert,Typic,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.68678,"68678",{WD-WISE},Americas,UY,Uruguay,0.1,-33.75,-54.58333333,"87","1974",H,Phaeozem,l,Luvic,"2006",PH,Phaeozem,,,"1960",Mollisol,Udoll,Argiudoll,Typic,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.70857,"70857","{LAC-SOTER,WD-WISE}",Americas,UY,Uruguay,0.01,-33.18972222,-53.52972222,"150","1974",W,Planosol,e,Eutric,"2006",PL,Planosol,,,,Mollisol,Aquoll,Argiaquoll,,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
wosis_latest_profiles.69534,"69534","{WD-ISIS,WD-WISE}",Americas,UY,Uruguay,0.1,-32,-57.5,"125","1974",V,Vertisol,p,Pellic,"1998",VR,Vertisol,"Pellic,Haplic,Eutri","Calcaric,Humic,Mesotrophic","1999",Vertisol,Ustert,Chromustert,Entic,false,false,false,false,false,false,true,false,false,false,true,false,false,true,false,false,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
