gml_id,profile_id,profile_layer_id,country_name,upper_depth,lower_depth,layer_name,litter,clay_value,clay_value_avg,clay_method,clay_date,clay_dataset_id,clay_profile_code,clay_licence
wosis_latest_clay.70705,"63871","70705",Chile,"0","12",Ap,"0",{1:62.00},62,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},LAC-SOTER,CL017,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.70706,"63871","70706",Chile,"12","39",BA,"0",{1:73.00},73,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},LAC-SOTER,CL017,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.70707,"63871","70707",Chile,"39","56",2B,"0",{1:79.00},79,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},LAC-SOTER,CL017,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.70708,"63871","70708",Chile,"56","72",2B,"0",{1:67.00},67,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},LAC-SOTER,CL017,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.70709,"63871","70709",Chile,"72","94",2B,"0",{1:61.00},61,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},LAC-SOTER,CL017,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.70710,"63871","70710",Chile,"94","140",2B,"0",{1:56.00},56,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},LAC-SOTER,CL017,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.70711,"63872","70711",Chile,"0","14",Ap,"0",{1:45.00},45,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},LAC-SOTER,CL015,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.70712,"63872","70712",Chile,"14","50",Bt1,"0",{1:71.00},71,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},LAC-SOTER,CL015,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.70713,"63872","70713",Chile,"50","97",Bt2,"0",{1:80.00},80,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},LAC-SOTER,CL015,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.70714,"63872","70714",Chile,"97","135",Bt3,"0",{1:60.00},60,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},LAC-SOTER,CL015,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.70715,"63872","70715",Chile,"135","165",,"0",{1:68.00},68,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},LAC-SOTER,CL015,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.70716,"63872","70716",Chile,"165","175",2C,"0",{1:58.00},58,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},LAC-SOTER,CL015,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.70717,"63873","70717",Chile,"0","20",Ap,"0",{1:24.00},24,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},LAC-SOTER,CL020,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.70718,"63873","70718",Chile,"20","39",,"0",{1:25.00},25,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},LAC-SOTER,CL020,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.70719,"63873","70719",Chile,"39","53",2B,"0",{1:33.00},33,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},LAC-SOTER,CL020,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.70720,"63873","70720",Chile,"53","68",3C,"0",{1:38.00},38,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},LAC-SOTER,CL020,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.36955,"68546","36955",Chile,"0","11",Ap,"0",{1:22.00},22,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:1970-??-??},WD-WISE,CL0033,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.36956,"68546","36956",Chile,"11","22",A,"0",{1:18.00},18,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:1970-??-??},WD-WISE,CL0033,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.36957,"68546","36957",Chile,"22","46",2C1,"0",{1:16.00},16,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:1970-??-??},WD-WISE,CL0033,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.36958,"68546","36958",Chile,"46","65",2C2,"0",{1:5.00},5,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:1970-??-??},WD-WISE,CL0033,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37007,"68553","37007",Chile,"0","17",Ap,"0",{1:19.00},19,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0016,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37008,"68553","37008",Chile,"17","44",A,"0",{1:23.00},23,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0016,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37009,"68553","37009",Chile,"44","60",,"0",{1:22.00},22,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0016,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37010,"68553","37010",Chile,"60","74",B1w,"0",{1:27.00},27,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0016,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37011,"68553","37011",Chile,"74","146",Bsw,"0",{1:24.00},24,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0016,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37012,"68553","37012",Chile,"146","190",C1,"0",{1:20.00},20,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0016,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37040,"68558","37040",Chile,"0","18",Ap,"0",{1:23.00},23,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0005,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37041,"68558","37041",Chile,"18","46",BA,"0",{1:28.00},28,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0005,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37042,"68558","37042",Chile,"46","66",Bt1,"0",{1:43.00},43,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0005,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37043,"68558","37043",Chile,"66","102",B2t,"0",{1:46.00},46,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0005,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37044,"68558","37044",Chile,"102","140",IIBt3b,"0",{1:41.00},41,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0005,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37048,"68560","37048",Chile,"0","11",Ap,"0",{1:20.00},20,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0002,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37049,"68560","37049",Chile,"11","23",E,"0",{1:21.00},21,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0002,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37050,"68560","37050",Chile,"23","43",BE,"0",{1:40.00},40,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0002,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37051,"68560","37051",Chile,"43","58",2Bt1,"0",{1:36.00},36,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0002,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37052,"68560","37052",Chile,"58","63",2Cs,"0",{1:16.00},16,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0002,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37053,"68561","37053",Chile,"0","10",Ap,"0",{1:14.00},14,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0003,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37054,"68561","37054",Chile,"10","21",Bt1,"0",{1:28.00},28,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0003,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37055,"68561","37055",Chile,"21","54",,"0",{1:20.00},20,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0003,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37056,"68561","37056",Chile,"54","61",3C1,"0",{1:6.00},6,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0003,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37057,"68561","37057",Chile,"61","110",3C2q,"0",{1:10.00},10,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0003,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37058,"68561","37058",Chile,"110","120",3C3,"0",{1:20.00},20,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0003,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37059,"68562","37059",Chile,"0","4",A,"0",{1:17.00},17,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0004,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37060,"68562","37060",Chile,"4","13",E,"0",{1:16.00},16,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0004,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37061,"68562","37061",Chile,"13","26",2Bt1,"0",{1:38.00},38,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0004,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37062,"68562","37062",Chile,"26","48",2Bt2,"0",{1:31.00},31,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0004,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37063,"68562","37063",Chile,"48","52",2Cs,"0",{1:28.00},28,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0004,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37064,"68563","37064",Chile,"0","19",Ap,"0",{1:27.00},27,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0006,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37065,"68563","37065",Chile,"19","56",,"0",{1:22.00},22,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0006,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37066,"68563","37066",Chile,"56","72",Bt1,"0",{1:36.00},36,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0006,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37067,"68564","37067",Chile,"0","15",A1,"0",{1:17.00},17,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0007,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37068,"68564","37068",Chile,"15","45",A2,"0",{1:19.00},19,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0007,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37069,"68564","37069",Chile,"45","60",,"0",{1:18.00},18,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0007,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37070,"68564","37070",Chile,"60","100",,"0",{1:20.00},20,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0007,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37072,"68565","37072",Chile,"0","12",Ap,"0",{1:21.00},21,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0009,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37073,"68565","37073",Chile,"12","38",A,"0",{1:25.00},25,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0009,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37074,"68565","37074",Chile,"38","42",2BA,"0",{1:25.00},25,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0009,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37075,"68565","37075",Chile,"42","50",2BC,"0",{1:13.00},13,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0009,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37076,"68566","37076",Chile,"0","23",Ap,"0",{1:36.00},36,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0010,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37077,"68566","37077",Chile,"23","55",E,"0",{1:18.00},18,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0010,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37078,"68566","37078",Chile,"55","100",Bw,"0",{1:17.00},17,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0010,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37079,"68566","37079",Chile,"100","120",,"0",{1:20.00},20,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0010,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37080,"68567","37080",Chile,"0","15",Ap,"0",{1:15.00},15,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0011,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37081,"68567","37081",Chile,"15","32",A,"0",{1:13.00},13,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0011,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37082,"68567","37082",Chile,"32","47",2AC,"0",{1:11.00},11,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0011,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37083,"68567","37083",Chile,"47","85",3C1,"0",{1:8.00},8,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0011,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37084,"68568","37084",Chile,"0","20",Ap,"0",{1:24.00},24,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0012,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37085,"68568","37085",Chile,"20","39",,"0",{1:25.00},25,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0012,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37086,"68568","37086",Chile,"39","53",2Bt1,"0",{1:33.00},33,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0012,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37087,"68568","37087",Chile,"53","68",3Csm,"0",{1:38.00},38,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0012,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37088,"68569","37088",Chile,"0","6",Ap,"0",{1:28.00},28,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0013,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37089,"68569","37089",Chile,"6","19",A,"0",{1:32.00},32,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0013,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37090,"68569","37090",Chile,"19","35",,"0",{1:37.00},37,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0013,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37091,"68569","37091",Chile,"35","85",Bt1,"0",{1:46.00},46,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0013,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37092,"68569","37092",Chile,"85","94",Bt2,"0",{1:43.00},43,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0013,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37093,"68569","37093",Chile,"94","160",Bt3,"0",{1:46.00},46,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0013,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37094,"68570","37094",Chile,"0","14",Ap,"0",{1:22.00},22,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0014,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37095,"68570","37095",Chile,"14","28",,"0",{1:22.00},22,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0014,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
wosis_latest_clay.37096,"68570","37096",Chile,"28","46",Bt1,"0",{1:29.00},29,"{""1:dispersion = not specified, instrument = pipette, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:????-??-??},WD-WISE,CL0014,"Attribution 3.0 International (CC BY 3.0), https://creativecommons.org/licenses/by/3.0/"
