gml_id,profile_id,profile_layer_id,country_name,upper_depth,lower_depth,layer_name,litter,clay_value,clay_value_avg,clay_method,clay_date,clay_dataset_id,clay_profile_code,clay_licence
wosis_latest_clay.1196821,"250591","1196821",Chile,"46","74",Bw2,"0",{1:0.20},0.2,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-3-17},WD-ISIS,CL003,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196822,"250591","1196822",Chile,"74","85",Bw3,"0",{1:0.20},0.2,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-3-17},WD-ISIS,CL003,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196823,"250591","1196823",Chile,"85","120",Bw4,"0",{1:1.10},1.1,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-3-17},WD-ISIS,CL003,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196824,"250591","1196824",Chile,"120","160",Bw5,"0",{1:3.30},3.3,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-3-17},WD-ISIS,CL003,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196825,"250591","1196825",Chile,"160","220",Bw6,"0",{1:11.50},11.5,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-3-17},WD-ISIS,CL003,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196826,"250591","1196826",Chile,"220","300",Bw7,"0",{1:3.10},3.1,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-3-17},WD-ISIS,CL003,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196827,"250592","1196827",Chile,"0","7",Ap1,"0",{1:13.60},13.6,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-3-18},WD-ISIS,CL004,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196828,"250592","1196828",Chile,"7","18",Ap2,"0",{1:9.70},9.7,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-3-18},WD-ISIS,CL004,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196806,"250589","1196806",Chile,"78","104",3Bt1,"0",{1:34.50},34.5,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-3-16},WD-ISIS,CL001,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196807,"250589","1196807",Chile,"104","147",3Bt2,"0",{1:44.90},44.9,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-3-16},WD-ISIS,CL001,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196830,"250592","1196830",Chile,"32","58",Bw2,"0",{1:10.90},10.9,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-3-18},WD-ISIS,CL004,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196831,"250592","1196831",Chile,"58","90",Bw3,"0",{1:14.80},14.8,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-3-18},WD-ISIS,CL004,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196832,"250592","1196832",Chile,"90","135",Bw4,"0",{1:20.20},20.2,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-3-18},WD-ISIS,CL004,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196833,"250592","1196833",Chile,"135","178",Bw5,"0",{1:18.60},18.6,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-3-18},WD-ISIS,CL004,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196834,"250592","1196834",Chile,"178","206",Bw6,"0",{1:19.50},19.5,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-3-18},WD-ISIS,CL004,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196835,"250592","1196835",Chile,"206","252",Bw7,"0",{1:18.50},18.5,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-3-18},WD-ISIS,CL004,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196836,"250593","1196836",Chile,"0","16",A,"0",{1:19.20},19.2,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-8-15},WD-ISIS,CL005,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196837,"250593","1196837",Chile,"16","39",Bw,"0",{1:18.80},18.8,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-8-15},WD-ISIS,CL005,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196838,"250593","1196838",Chile,"39","45",BC,"0",{1:18.30},18.3,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-8-15},WD-ISIS,CL005,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196839,"250593","1196839",Chile,"45","70",Cqm1,"0",{1:11.40},11.4,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-8-15},WD-ISIS,CL005,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196840,"250593","1196840",Chile,"70","150",Cqm2,"0",{1:8.50},8.5,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-8-15},WD-ISIS,CL005,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196842,"250594","1196842",Chile,"0","7",A1,"0",{1:10.30},10.3,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-8-15},WD-ISIS,CL006,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196843,"250594","1196843",Chile,"7","22",A2,"0",{1:14.40},14.4,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-8-15},WD-ISIS,CL006,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196844,"250594","1196844",Chile,"22","50",B1,"0",{1:14.70},14.7,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-8-15},WD-ISIS,CL006,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196845,"250594","1196845",Chile,"50","80",B2,"0",{1:2.80},2.8,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-8-15},WD-ISIS,CL006,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196846,"250594","1196846",Chile,"80","114",C1,"0",{1:11.30},11.3,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-8-15},WD-ISIS,CL006,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196847,"250594","1196847",Chile,"114","130",C2,"0",{1:11.10},11.1,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-8-15},WD-ISIS,CL006,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1196848,"250594","1196848",Chile,"130","150",Cqm,"0",{1:9.50},9.5,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:2008-8-15},WD-ISIS,CL006,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
