gml_id,profile_id,profile_layer_id,country_name,upper_depth,lower_depth,layer_name,litter,clay_value,clay_value_avg,clay_method,clay_date,clay_dataset_id,clay_profile_code,clay_licence
wosis_latest_clay.1008429,"203413","1008429",Paraguay,"0","20",A,"0",{1:2.00},2,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:1982-??-??},BR-Cooper,BR2578/RADAM-28-114,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
wosis_latest_clay.1008430,"203413","1008430",Paraguay,"60","100",Bt,"0",{1:22.00},22,"{""1:dispersion = not specified, instrument = not specified, sample pretreatment = sieved over 2 mm sieve, size = 0 - 0.002 mm, treatment = not specified""}",{1:1982-??-??},BR-Cooper,BR2578/RADAM-28-114,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
